".id","GALNT1","GALNT2","GALNT3","GALNT4","GALNT5","GALNT6","GALNT7","GALNT8","GALNT9","GALNT10","GALNT11","GALNT12","GALNT13","GALNT14","ST3GAL1","ST3GAL2","ST3GAL3","ST3GAL4","ST3GAL5","ST3GAL6","ST6GAL1","ST6GALNAC1","ST6GALNAC2","ST8SIA1","ST8SIA2","ST8SIA3","ST8SIA4","ST8SIA5","B4GALT1","B4GALT2","B4GALT3","B4GALT4","B4GALT5","B4GALT6","B4GALNT1","B3GALT4","B3GALT5","B3GALNT1","B3GNT2","B3GNT3","B3GNT4","B3GNT5","B3GNT6","B3GNT7","B3GNT8","B3GNT9","FUT1","FUT2","FUT3","FUT4","FUT5","FUT6","FUT7","FUT8","FUT9","FUT10","FUT11","MGAT3","MGAT4A","MGAT4B","MGAT5","MGAT5B","GCNT1","GCNT2","GCNT3","GCNT4","GCNT7","UGCG","A4GALT","C1GALT1","C1GALT1C1"
"UTERINE","134.7799"," 58.2447"," 12.5386","  4.1805","  0.6507"," 28.5504"," 80.3872","  0.1651","  0.1691"," 13.4264"," 25.4755","  5.5960","  0.2203"," 22.9369"," 91.2780","  5.9129","  1.5295"," 10.8097","  1.7152"," 41.9537"," 37.1998","182.6915","  5.8205","  1.0662","  0.2362","  0.0079","  9.8103","  0.0570","218.9129"," 17.6740"," 27.9747"," 27.6446"," 76.0385","  1.2866","  0.9479","  9.0721"," 29.1392"," 49.1721"," 75.9265"," 19.2831","  1.3926","  5.7715","  0.0000"," 20.0776","  2.3418","  3.9101","  5.0525"," 41.7050"," 10.0379"," 12.7560","  0.1224","  1.9146","  1.1247"," 29.6493","  0.5446"," 14.7903"," 27.1617"," 31.9664"," 56.5589"," 65.3715"," 67.1862","  3.3957"," 11.6754","102.1034"," 28.6129","  7.2238","  5.4732"," 79.1708"," 50.6792"," 28.5749"," 55.6488"
"PAAD"," 63.5823"," 22.4048"," 57.0774","  0.9541"," 39.6338"," 22.9536"," 24.1389","  0.7526","  0.2125"," 35.1225"," 23.3164"," 26.5333","  1.3572","  1.2864"," 43.4987","  8.9162","  1.7194"," 13.4399","  5.0762"," 16.4270"," 29.7856"," 36.5471","  0.6605","  1.4376","  0.5701"," 13.8204"," 14.8146","  0.0288"," 57.5669"," 14.6269"," 19.6023"," 30.4530"," 81.5630","  5.5888","  1.2341"," 15.2827"," 31.1775"," 10.8169"," 60.8456"," 84.4045","  0.4950"," 17.7050","  0.4462"," 21.8213","  2.5491"," 12.6427","  3.8810"," 61.3953"," 48.5602"," 23.5487","  0.0000"," 11.7876","  0.4339"," 34.0197","  0.0919"," 15.9636"," 24.1210"," 21.4863"," 33.1874"," 53.6864"," 56.1676","  0.2240"," 12.5978"," 11.5523","218.3191","  5.5299","  8.3408"," 83.9562","  9.2066"," 36.0975"," 69.9432"
"BRCA","116.7123"," 64.8306","  4.2015","  0.0351"," 16.9747"," 18.0356","102.2190","  0.2560","  0.0000"," 38.1978"," 38.3617"," 12.4783","  4.8673","  0.5657","  4.1427","  4.3838","  1.4288"," 27.7103","  8.5468"," 13.5276"," 27.6023","  0.7236","  5.4781","  2.7017","  0.5816","  0.0000","  4.3554","  0.0603"," 84.5521"," 36.0987"," 32.3628","  5.0584"," 23.0978","  5.5219","  1.5097","  9.1915","  0.0396","  7.7149"," 36.4300","  0.3413","  0.4153","  3.7689","  0.0000","  2.4414","  8.1703","  2.1687","  1.9586"," 16.1575","  0.0000","  1.4975","  0.0000","  0.0000","  0.5687"," 47.4733","  0.0000","  8.7952"," 22.5680","  1.9918"," 20.0482"," 35.5348"," 30.4512","  0.7340"," 14.7527","  4.8946","  0.0292","  1.0280"," 26.8336"," 53.4753"," 18.2384","  9.4112"," 12.0232"
"PAAD","43.8268","27.2868","19.5529"," 0.6135"," 4.4043"," 9.8929","11.2404"," 0.5295"," 0.2922","25.9019","20.1217"," 8.9228"," 1.0743"," 3.2075","32.3297"," 8.6377"," 1.1793","11.6048"," 4.4414"," 7.7897","29.4194","13.4083"," 2.3924"," 0.8463"," 0.2292"," 5.7926","12.6628"," 0.0978","53.8071","15.2515","17.6629","11.2370","54.0052"," 2.0394"," 1.1230","12.8357"," 6.7111"," 5.4828","27.9178","14.4558"," 0.9256"," 9.9828"," 4.2484","14.2629"," 2.6061","12.9714"," 2.7782","11.8108","10.8113","12.2645"," 0.0000"," 3.7845"," 0.4033","25.9582"," 0.1360","10.8068","18.6759"," 7.3694","34.3801","32.2138","37.1410"," 0.3124","10.2531"," 3.6779","17.8407"," 4.1745"," 5.0340","65.9342"," 9.8385"," 7.6259","25.5028"
"COADREAD","122.8161"," 22.4021"," 70.6167","  0.4456"," 32.6899"," 24.7354"," 63.7294","  1.5391","  0.2803"," 17.3143"," 11.3064"," 31.3930","  0.1712","  0.3198","  9.3448","  5.8577","  0.2922"," 11.4809","  1.8595","  3.4344"," 35.7493","184.0799","  0.8414","  0.5755","  0.1295","  0.0122","  7.7436","  0.0081"," 70.3675"," 31.7110"," 27.7578"," 16.4459"," 68.3335","  6.1646","  0.3362","  7.8497"," 15.7609","  7.6427"," 62.1511"," 61.3891","  0.7213"," 26.0041","  3.1741","  9.5438"," 10.8499","  5.0011","  5.9612"," 39.2952","105.2484"," 31.1400","  0.0000"," 22.1605","  1.5957"," 53.5682","  0.0368"," 12.0603"," 14.8984","  5.9993"," 30.1570"," 60.9272"," 75.8028","  0.0196"," 14.7982","  1.0262"," 66.9477","  1.0732","  0.6731"," 39.4604","  7.5217"," 22.2588"," 62.5163"
"BRCA","47.4442","42.7792","28.8872"," 0.0000"," 5.2597"," 0.2713","28.4797"," 0.0000"," 0.0000"," 6.9322","24.2926","18.5743"," 1.8010"," 0.4589"," 4.8980"," 1.0228"," 0.0000","17.8045"," 8.1327","14.8208"," 9.8401"," 0.7337","36.6879"," 1.5829"," 0.0000"," 0.0000"," 0.0000"," 0.0000","32.7760","31.4206","69.9495"," 9.2711","16.1476"," 2.3481"," 0.0000","20.2293"," 0.0000","15.4302","51.9450"," 1.9798"," 4.4887"," 2.6375"," 0.0000"," 4.3824","20.4768","10.6975","10.7865","28.7429"," 0.0000"," 0.9048"," 0.0000"," 0.0000"," 0.0000","30.5759"," 0.0000","19.4481","13.8630","12.6548"," 7.0337","28.7497","24.7900"," 0.6967"," 0.8081"," 6.8032"," 0.0000"," 0.0000","33.5619","22.9155","15.8798"," 2.5646"," 9.3718"
"LUNG","65.6678","20.2571","21.6705"," 0.2362","52.6675"," 9.6008","12.9616"," 0.7046"," 0.4010","25.9341","28.2669","21.6587"," 9.7160"," 1.8101","58.6012","11.5457"," 3.0799","11.6760","26.6244","20.6517","30.8962"," 3.2688"," 6.5868"," 4.5510"," 0.0000"," 0.0000","23.7575"," 0.0074","63.1315"," 7.4385","20.8083"," 9.3825","56.6665"," 2.6806"," 0.4105","19.4599"," 0.0727","16.0374","85.7858"," 0.2506"," 1.2448","18.6724"," 0.9247","45.9807"," 9.0706"," 8.9444","20.0757"," 2.7019"," 2.3804"," 6.4698"," 0.0000"," 0.3564"," 1.1828","23.4055"," 0.0168","16.9656","29.4194","18.7964","70.6457","25.8626","45.6867"," 0.8981","10.4623","21.0724"," 0.5714"," 7.9199"," 9.8603","76.7692","10.2963","24.5759","38.0546"
"KIPAN"," 22.0252"," 24.9662","  9.2936","  0.3332","  0.3202","  2.8649","  5.9004","  0.3894","  2.1826"," 16.5951","116.7881","  4.7082","  0.5092"," 90.2505"," 71.7702","  7.7685","  0.9403"," 17.0037","  1.6512"," 14.2345"," 57.8307","  0.1422","  5.8160","  0.3050","  0.1298","  0.0000","  0.9982","  0.8630"," 40.4252"," 11.6531"," 17.0131"," 17.4797"," 36.0251","  5.1114","  0.1925","  9.6877","  0.2699"," 14.4449"," 42.1207","  7.2524","  3.6688","  2.9303","  0.0788","  1.7826","  2.2095"," 10.1396","  1.3983","  1.8574"," 30.1213","  3.6675","  0.0346"," 99.5196","  0.1246"," 11.0302","  0.2161"," 11.0702"," 10.9576"," 12.9700"," 49.5019"," 49.6825"," 35.0367","  0.3109","  3.2002"," 14.2058","  1.3534","  6.2630","  3.9788"," 34.2408"," 27.0246"," 17.0373"," 30.1539"
"GLIOMA"," 60.8446"," 59.7109"," 15.9086","  0.3744","  0.1310","  1.4699"," 10.3442","  4.9070","  1.0786"," 37.2742"," 32.3672","  1.3644","  2.3417","  2.0883"," 29.0850"," 21.5584","  5.2717"," 19.5630","  8.1449"," 14.4497"," 29.3104","  2.8833","  0.7675"," 14.7841","  0.0492"," 31.8978","  9.1609"," 33.4144"," 11.1465"," 32.9195"," 26.0225"," 13.4968","155.6116","  1.1127","182.2005","  8.2804","  6.8985"," 14.6646"," 17.2248","  0.0000","  2.1510"," 12.1575","  0.3290"," 12.8601","  3.8419"," 15.1880","  1.6246","  4.2163","  0.1389","  8.6268","  0.0000","  0.0317","  0.2599"," 26.1112"," 15.8583"," 14.4264"," 14.2385"," 22.4857"," 35.7443"," 32.8866"," 48.3975"," 19.4586","  3.6111","  6.2402","  0.0889","  2.4717"," 14.0226"," 47.3252","  3.1303"," 14.0789"," 24.3706"
"BRCA"," 63.8763"," 42.9437","250.5101","  0.1230"," 10.7837","100.8641"," 83.6879","  0.0996","  0.0000"," 22.8369"," 28.9874","  4.6708","  0.3822","  1.2702","  5.0117","  2.5367","  0.8795","  7.4596","  6.4386","  5.2300"," 29.4662","  1.1374","  9.5579","  0.6858","  0.0000","  0.0000","  5.2410","  0.2112"," 99.6956"," 16.7190"," 68.3137","  6.5696"," 27.8347","  2.0591","  0.6156"," 15.9120","  0.5164"," 21.8851"," 39.7965","  0.0399","  1.3334","  1.0866","  0.0000","  3.1539","  6.7133","  2.7773","  0.4320"," 51.8656","  0.0000","  0.5464","  0.0000","  0.0000","  0.5976","119.2320","  0.0000","  7.6608"," 15.1251","  1.5060"," 23.7641"," 67.0779"," 29.0718","  0.1543"," 41.2274"," 30.8474","  0.0000","  0.7502"," 32.5083"," 96.8012","  2.6291"," 24.5617"," 19.6543"
"LUNG","62.1492","21.0077","17.7692"," 0.1464","27.4532","10.2211","13.3899"," 0.3073"," 0.4672","30.7004","25.5737","20.4146"," 1.1437"," 0.7093","43.2745"," 9.6544"," 1.8312"," 7.6678","22.5998","19.8509","45.4675","16.0991"," 5.3466"," 4.2845"," 0.0122"," 0.0139","24.1876"," 0.0229","31.5538"," 6.5212","16.3203","10.1719","39.9093"," 2.6739"," 0.1908","16.9971"," 0.1551"," 8.1959","62.2561"," 0.8540"," 0.4880","13.2991"," 0.0819","31.6430"," 9.1767","10.3425"," 3.7947"," 2.3948"," 2.4430"," 6.5162"," 0.0000"," 0.1262"," 0.7329","26.2850"," 0.0052"," 9.8408","18.8703","21.4258","51.3837","23.2242","48.4047"," 0.3116","10.4876","16.2174"," 1.4163"," 3.4463"," 5.3463","55.7297"," 6.6149","14.8877","39.9491"
"KIPAN"," 43.7560"," 23.6557"," 15.6552","  0.1751","  1.2781","  3.4006"," 14.6123","  0.4043","  3.1649"," 21.0999","126.9397","  6.2536","  0.5821"," 99.7499"," 55.0538","  7.9140","  1.9003"," 10.9272","  3.1928"," 18.6522"," 50.7788","  0.3054","  5.6531","  0.8788","  0.0645","  0.0000","  4.0913","  0.6617"," 50.9531"," 11.3716"," 17.0141"," 27.1320"," 63.6723","  9.7372","  0.2271"," 11.6804","  0.5531"," 20.2650"," 76.0114","  4.1539","  2.7547","  5.5582","  0.1436","  2.7204","  2.1633"," 12.7359","  2.9958","  2.0356"," 11.4325","  8.5738","  0.0473"," 75.8686","  0.5105"," 19.0696","  0.0412"," 15.9729"," 16.6738"," 10.9606"," 66.2977"," 51.9530"," 38.9492","  0.3515","  6.1454"," 15.9041","  3.4067","  9.1973","  5.2074"," 83.8760"," 28.9748"," 30.9659"," 47.4010"
"KIPAN"," 55.6987"," 29.9689","  7.2368","  0.2333","  5.2836","  5.0210"," 11.4452","  0.4659","  2.3656"," 25.2865"," 70.4029","  7.1441","  2.9734","114.8389"," 31.5340"," 10.7762","  1.7676"," 12.9018","  8.4469"," 10.0204"," 55.1969","  0.6607","  1.1959","  3.5634","  0.0000","  0.0087"," 43.7747","  0.1317"," 46.0876"," 11.8591"," 24.2040"," 19.2920"," 51.6255","  3.8568","  0.7055"," 16.7366","  0.3322"," 13.4357"," 70.7620","  2.8525","  2.2281","  7.4897","  0.1025","  4.6863","  2.8258"," 15.7786","  4.4847","  1.6725","  0.1155"," 10.9917","  0.0000","  2.0354","  0.6481"," 19.5182","  0.1242"," 17.8332"," 57.4070"," 23.6753"," 84.9304"," 47.3686"," 51.5799","  0.1952"," 22.8099"," 14.7615","  2.3700","  6.5593","  7.4361"," 70.0041"," 24.3499"," 26.8354"," 37.9772"
"BRCA","117.2956"," 81.5901"," 30.6986","  0.0649","  9.9868"," 39.1819"," 97.6500","  0.9861","  0.1455"," 22.3642"," 29.5243","  9.3851","  1.6055","  5.0295","  4.5216","  3.1388","  1.1234"," 28.3489","  3.5386","  5.9762"," 27.2482","  2.1616","  2.4453","  3.2584","  0.5677","  0.0000","  5.9738","  0.0223","104.5991"," 28.1085"," 41.5168","  7.4036"," 30.3151","  3.9529","  0.8199","  3.9169","  0.4883","  8.0057"," 43.5890","  0.0631","  0.5760","  2.4954","  0.1331","  2.0173","  4.1971","  3.6225","  1.1269"," 17.3698","  3.2607","  2.0770","  0.0000"," 10.2361","  0.6310"," 65.4438","  0.3437","  8.9524"," 18.8802","  2.1135"," 24.3965"," 37.5014"," 45.8447","  0.8145"," 12.5075"," 14.1645","  0.0540","  1.4555"," 16.6824"," 63.1090"," 10.9305","  6.1387"," 14.0175"
"KIPAN"," 50.3270"," 24.4543","  4.4939","  0.2863","  1.8062","  4.4465"," 12.3592","  0.2392","  0.9090"," 18.2158"," 91.5191"," 12.2971","  0.2322","126.3827"," 34.9458","  7.7628","  1.2041","  4.0571","  6.2314","  9.3180"," 50.0953","  0.1135","  1.3482","  3.1539","  0.0000","  0.0000"," 31.8512","  0.0492"," 39.9760"," 12.3101"," 18.6047"," 22.3681","132.5106","  1.9070","  0.4154"," 14.9951","  0.8076"," 12.9090"," 57.2004"," 57.6675","  1.8630","  6.8554","  0.1468","  2.8071","  2.1084"," 15.5501","  1.2648","  0.3990","  3.8126","  4.0876","  0.0000"," 34.7747","  0.2319"," 21.9369","  0.0842"," 13.5240"," 57.1945","  2.6468"," 69.2155"," 61.2053"," 37.7884","  0.1048"," 11.3858"," 13.1135"," 22.5741","  5.5685","  6.0230","180.6656"," 12.7132"," 27.6346"," 46.9046"
"LUNG","59.7899","24.6790","11.7799"," 0.1737","53.4298","11.5714","11.7748"," 0.5699"," 1.5438","34.8760","27.3987","21.9782"," 2.0984"," 1.5932","51.8131","15.4708"," 3.1499","16.5184","25.7626","15.5132","48.1981","12.0625"," 7.7263"," 5.6375"," 0.0320"," 0.0362","17.1440"," 0.0418","49.6281"," 9.1269","20.6045"," 8.4853","50.0308"," 3.4548"," 0.4861","20.0101"," 0.1502","12.1454","58.8174"," 2.0266"," 1.1711","11.0734"," 0.1068","43.2546","15.1218","13.1185"," 9.0661"," 2.4896"," 3.4294"," 8.8602"," 0.0000"," 0.1853"," 0.7878","20.1370"," 0.0068","14.8448","25.2756","29.4842","32.8446","45.8692","49.1583"," 0.5375","10.8074","18.4923"," 0.9387"," 4.4347"," 7.6125","41.0390","11.5027","13.4639","31.8649"
"PAAD"," 78.2234"," 23.8861"," 26.0861","  0.2369"," 16.5611","  8.8784"," 15.1592","  1.9738","  0.0842"," 27.1329"," 22.1821","  9.5150","  4.7739","  5.6764"," 35.7604","  9.1368","  1.3554"," 11.1141","  8.3464"," 14.5559"," 33.6763"," 10.6769","  1.6185","  2.2435","  0.4672","  9.8950"," 27.1411","  0.0775"," 58.3906"," 15.6943"," 21.5149"," 15.0969"," 55.4873","  5.7690","  0.6160"," 11.5307","  4.9287"," 11.3839"," 52.1527"," 22.1752","  0.6004"," 19.6819","  1.8040"," 12.4675","  3.7919"," 12.0706","  3.0347","  8.4070","  8.0876","  9.9638","  0.0000","  2.6877","  0.9501"," 41.0850","  0.1062"," 11.7710"," 28.8076","  8.4561"," 61.5041"," 23.2440"," 39.8780","  0.2547"," 14.6077","  5.3168"," 23.0617","  7.2874","  6.4443","116.6428","  8.2294"," 27.4179"," 46.2904"
"BRCA","101.4071"," 42.2080"," 15.1122","  0.4641","  3.4675","  2.5511"," 20.8350","  0.4230","  0.1300"," 10.2383"," 15.7551"," 47.6574","  7.1029","  3.0203","  4.8347"," 10.8029","  2.3612"," 29.0276"," 26.7925"," 41.2841"," 13.2615","  0.0920"," 13.2156","  5.1982","  0.0000","  0.0303"," 13.9959","  0.1196"," 68.2710","  7.4786"," 20.7991"," 12.7405"," 12.9004","  1.8251","  0.0000"," 10.3028","  0.1091","  3.7969"," 24.5845","  0.0000","  0.1373"," 10.1502","  0.0000","  2.1461","  6.8345","  4.1621","  1.0070"," 15.3376","  2.7129","  4.1246","  0.0000","  1.6507","  1.1278"," 39.0037","  0.0000"," 12.3080"," 17.0624","  3.4536"," 17.6358"," 26.0939"," 34.7850","  0.0485"," 29.2093"," 20.0700","  0.1447","  3.5571"," 83.9996"," 90.6998"," 32.0016"," 17.8438","  4.3195"
"KIPAN"," 65.7773"," 69.7385","  0.7880","  0.3283","  0.0073","  4.0249","  5.8670","  0.0544","  0.1338","  9.7689"," 66.8503"," 14.8732","  2.4563","138.0334"," 22.2768","  7.9160","  2.7518","  8.2216","  5.2798","  3.6677"," 18.8882","  0.1893","  1.0439","  0.1443","  0.0275","  0.0000"," 13.5367","  0.0718"," 58.8556","  7.9886"," 30.1387"," 14.3969","171.3481","  1.0450","  0.2852","  6.1839"," 38.3851","  7.2789"," 48.8489"," 17.7602"," 10.0798","  9.7713","  0.0000","  3.5331","  2.0582","  5.4721","  1.6282","  0.8081","  0.0000","  6.3924","  0.0000","  1.3092","  0.4835"," 18.6031","  0.0176","  7.0557"," 38.8157"," 39.3938"," 30.5130"," 47.0584"," 27.2927","  0.2247","  5.7763"," 14.1907","  3.5860","  0.6965","  9.8109"," 86.9190"," 22.6375"," 31.3030"," 74.9783"
"PAAD","114.8637"," 33.1556"," 37.8891","  0.4962"," 20.2293","  7.1236"," 34.6127","  0.3535","  0.0128"," 40.7074"," 26.5266","  6.2573","  4.3567","  3.2878"," 48.2572"," 10.5900","  2.2979"," 13.3222","  6.1956"," 14.4779"," 10.4117","  9.2522","  2.8545","  3.5691","  3.4179","  0.8122"," 15.2981","  0.0647"," 87.2494"," 21.6212"," 18.3575"," 24.5520"," 96.3185","  4.7582","  1.4952"," 14.2987","  5.7143"," 10.6101"," 70.7748"," 51.5785","  1.0526"," 20.6059","  0.2456"," 13.5213","  2.5568"," 17.5623","  3.9887"," 17.6327","  7.0537","  9.1549","  0.0000","  2.3736","  0.4435"," 46.3487","  1.9128"," 13.3806"," 56.4829","  9.6774"," 24.8334"," 46.2474"," 41.3564","  0.7729"," 13.8448","  3.7236"," 34.8878","  6.3422","  8.7946","102.9164"," 18.1377"," 36.7954"," 45.8165"
"LUNG","48.6463","24.0268","17.6178"," 0.1623","45.8288"," 7.3163"," 9.4247"," 0.8285"," 1.3458","27.4967","24.4872","15.7635"," 4.4485"," 1.1670","43.8694","13.0230"," 2.7909","17.3282","19.5772","15.9016","42.3994","10.5522"," 7.0749"," 4.3270"," 0.0149"," 0.0000","14.9812"," 0.0502","55.9658"," 9.9670","18.5142","10.3938","41.2212"," 3.4428"," 0.3435","17.9241"," 0.2564","21.6495","48.5165"," 1.3889"," 0.8448","13.8554"," 0.0999","31.7043","10.6339","10.9982"," 7.7280"," 2.5334"," 3.1205"," 6.6068"," 0.0000"," 0.1732"," 0.7888","19.4201"," 0.0064","16.0540","25.2182","29.5621","44.5542","31.8437","43.5869"," 1.9685","11.7438","15.2742"," 0.2294"," 4.4415"," 6.9448","42.4480","13.7430","16.4619","28.2320"
"PAAD","31.6373","35.4794","25.4917"," 0.3474"," 8.0634"," 4.6336","11.1950"," 0.3546"," 0.0467","14.4779","16.5159","13.5650"," 0.5408"," 2.7558","20.9195"," 4.2689"," 0.9252"," 6.4191"," 3.0502"," 7.1929"," 9.7470"," 2.3794"," 1.6200"," 0.5734"," 0.0192"," 5.6999"," 5.9956"," 0.0358","19.2399","11.3625"," 9.6939"," 9.2133","26.6672"," 1.9671"," 0.2087"," 6.5962"," 7.3467"," 4.6284","24.9924"," 8.4439"," 0.2383"," 4.0472"," 0.9117","17.2504"," 1.9963"," 5.0259"," 6.2537"," 9.1395"," 5.1501"," 6.8473"," 0.0188"," 2.3309"," 0.4502","14.2433"," 1.5450"," 7.6856"," 7.8998"," 2.7012","25.4059","24.3523","20.5937"," 0.1046"," 5.3784"," 2.5048","21.6512"," 6.3579"," 3.2444","38.2374"," 2.6626"," 8.3310","18.9326"
"PAAD"," 80.3530"," 33.8182"," 60.6856","  1.5521","  5.4887"," 11.4487"," 50.1204","  0.1693","  0.0446"," 20.4788"," 19.3798"," 23.4880","  2.4686","  2.6640"," 29.3904"," 17.5378","  1.5592","  6.9373","  7.5466","  9.8324"," 21.2725"," 69.5726","  1.9274","  1.8496","  0.1465","  0.0519"," 22.6455","  0.0273","130.1748"," 10.9462"," 23.5513"," 26.9718","118.8603","  2.8878","  0.4347"," 10.1488","  0.5163","  6.8820"," 55.3184"," 41.5216","  0.6120"," 16.6167"," 10.3234"," 27.6197","  1.1436","  7.2571","  3.9722"," 14.4199","  1.5854"," 21.0801","  0.0000","  0.4011","  1.5473"," 46.7251","  3.5668"," 12.4842"," 36.3335"," 14.0487"," 31.6917"," 38.9606"," 34.9632","  0.2330","  9.7526"," 25.0058"," 33.8860","  1.6754","  7.5795","220.7782"," 14.4549"," 46.4281"," 52.1533"
"KIPAN"," 31.2221"," 16.8627"," 14.2228","  0.3523","  0.0256","  2.0081","  2.9312","  0.1268","  2.7385","  8.3470"," 71.3077"," 10.9179","  0.0212","153.1120"," 18.8499","  8.0818","  1.2680","  3.7591","  3.6163"," 14.1899"," 14.5280","  0.0828","  2.4339","  1.0527","  0.0120","  0.0000"," 10.9270","  0.0448"," 27.7238","  7.6651"," 19.1625"," 18.1774"," 82.5611","  2.3834","  0.1692"," 12.3877","  0.6329"," 30.8496"," 45.1421"," 16.9996","  2.6238","  7.1078","  0.0000","  0.5406","  2.0620"," 31.1760","  2.4427","  0.8935","  2.4180","  5.8673","  0.0353"," 27.0539","  0.5918"," 10.0108","  0.0665"," 13.6559"," 78.6303","  3.3375"," 61.3979"," 39.6607"," 38.6030","  0.0546","  6.1212"," 12.1179","  5.6522","  0.5134","  4.1868"," 96.4085"," 37.2205"," 18.4928"," 32.6025"
"UTERINE"," 57.0135","  8.6812"," 49.2670","  0.8742","  1.0707"," 12.2806"," 97.6627","  0.2951","  0.0726"," 55.8999"," 49.3510"," 22.8398","  0.8664","  0.3010","  7.1053","  5.5015","  2.9382","  2.1274","  5.0780","  4.6166"," 10.9026"," 27.3767","  4.1816","  1.2008","  0.8941","  0.2280","  6.4611","  0.3921","445.0848","  6.1892","  8.4037"," 24.4382"," 57.1284","  1.9962","  1.0112","  1.9904","  1.9999"," 17.9345"," 28.2653","  0.3778","  2.0970","  5.3753","  0.1494","  1.4373","  0.2791","  3.7747","  1.5958","  9.3981","  1.6824","  4.3810","  0.0000","  0.5182","  0.5507"," 10.4969","  0.6381"," 11.0889"," 16.4348","  1.2423"," 11.2632"," 11.2081"," 23.0641","  0.2234"," 41.8532"," 24.5514","  1.7769","  1.3112","  5.3217","105.1644","  4.5560"," 25.3515"," 29.0018"
"LUNG"," 84.9075"," 30.1296"," 20.7486","  0.1122"," 37.2466","  6.1510"," 13.9169","  0.5454","  0.0670"," 28.5271"," 26.8693"," 11.1825","  3.6753","  1.9193"," 62.4361"," 10.7874","  2.1062"," 14.9570"," 21.6830"," 12.5674"," 44.3006","  7.7566","  4.7495","  4.5386","  0.0620","  0.0117"," 21.1749","  0.0385","114.0941"," 10.2460"," 21.9609"," 14.3864","153.5345","  4.3040","  0.3676"," 12.3642","  0.1181"," 13.9136"," 65.0437","  0.6546","  0.8494"," 41.4917","  0.0460"," 32.6734","  5.9320"," 10.3749"," 14.3006","  2.8591","  3.0703","  5.9030","  0.0000","  0.3192","  0.6543"," 20.4562","  0.0176"," 10.9497"," 27.2331"," 11.9183"," 70.6983"," 26.6072"," 50.1524","  0.5631","  9.3912"," 13.2483","  0.3732","  7.5366","  9.3083","196.9765"," 23.0652"," 18.6541"," 38.9629"
"KIPAN"," 51.9698"," 14.2754","  4.2972","  0.3819","  0.1651","  2.3547","  6.2383","  0.1638","  4.6485"," 25.1964"," 43.6157"," 14.6735","  0.2186","141.1987"," 34.6730"," 12.1911","  1.9844","  8.7052","  5.6853","  6.1760"," 21.8571","  0.2137","  0.5642","  0.7184","  0.0207","  0.0117"," 38.9638","  0.1235"," 44.5272"," 11.0986"," 26.0619"," 11.2531"," 61.5915","  3.2149","  1.3650"," 10.2308","  0.2112"," 24.4095"," 83.1921","  2.4904","  3.6411","  9.8868","  0.0000","  1.7952","  3.8089"," 54.0424","  5.7941","  1.7891","  0.5059","  7.6473","  0.0000","  8.3636","  0.2184","  9.0180","  0.7490","  6.2873"," 95.8994","  2.3824"," 57.2507"," 40.1798"," 48.6955","  0.2819","  5.6233"," 12.7271","  9.5274","  1.3365","  9.3783"," 79.1520"," 33.0731"," 23.4707"," 40.6165"
"LUNG","51.0146","27.6227","21.9993"," 0.1860","62.4831"," 6.8432","14.1101"," 0.3164"," 2.0700","29.1605","27.6002","18.6641"," 3.9512"," 0.9453","39.2038","11.2538"," 2.8221","15.8411","31.9324","15.4180","36.7373","18.3733","14.1122"," 4.6540"," 0.0342"," 0.0388","14.9615"," 0.0064","51.4064"," 9.9019","19.1811","10.7062","50.9887"," 2.8502"," 0.2920","19.5225"," 0.8813","16.0814","69.2211"," 1.1574"," 1.2321","15.1001"," 0.3433","43.4576","14.3229","13.6775"," 8.1174"," 2.9030"," 2.9315"," 8.3144"," 0.0000"," 0.3087"," 0.7834","22.2818"," 0.0219","16.0095","22.5727","24.7572","40.8263","31.2399","45.3404"," 0.3734","12.5693","19.7160"," 0.2165"," 3.9319"," 6.3081","50.7456","13.5407","21.4274","39.7733"
"KIPAN"," 49.1243"," 13.3361","  3.3798","  0.3584","  1.6307","  2.3081","  7.2204","  0.1711","  3.6623"," 17.6075"," 98.5252","  9.5147","  0.2387","119.4104"," 30.4014"," 17.2668","  1.0031","  6.2550","  3.3536"," 11.2586"," 16.5001","  0.2233","  3.6510","  1.2660","  0.0000","  0.0067","102.9667","  0.1451"," 48.8273","  8.7804"," 19.7938","  9.6672"," 91.8227","  5.5084","  0.7515"," 12.4458","  0.1300"," 21.8546"," 69.0533"," 13.5426","  4.0887","  8.0513","  0.0263","  1.8564","  1.9863"," 68.0653","  5.0315","  1.7330","  1.2195","  6.7920","  0.0000"," 23.3115","  0.2489"," 11.1956","  0.8988"," 14.8858"," 63.2641","  7.4660"," 72.2806"," 59.7501"," 52.5037","  0.1499","  9.3440"," 16.3332"," 10.4315","  6.5254","  5.9782","134.0317"," 34.9180"," 18.2597"," 48.3063"
